! Filnavn !! Type !! Kapitel !! Nr !! Side !! Sektion !! Lyd
| FORORD || Forord ||  ||  || 1 || [[0_Indhold#|0]] || <html5media>File:FORORD.mp3</html5media>
| KAP2_27_2 || Kapitel || 2 || 2 || 27 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || <html5media>File:KAP2_27_2.mp3</html5media>
| KAP2_29 || Kapitel || 2 ||  || 29 || [[2_Sygehusjournalen#Om_journalsproget|2.5]] || <html5media>File:KAP2_29.mp3</html5media>
| KAP3_31 || Kapitel || 3 ||  || 31 || [[3_Indlæggelsesnotatet#|3]] || <html5media>File:KAP3_31.mp3</html5media>
| KAP3_31_2 || Kapitel || 3 || 2 || 31 || [[3_Indlæggelsesnotatet#|3]] || <html5media>File:KAP3_31_2.mp3</html5media>
| KAP3_31_3 || Kapitel || 3 || 3 || 31 || [[3_Indlæggelsesnotatet#|3]] || <html5media>File:KAP3_31_3.mp3</html5media>
| KAP3_33 || Kapitel || 3 ||  || 33 || [[3_Indlæggelsesnotatet#Allergier|3.1.2]] || <html5media>File:KAP3_33.mp3</html5media>
| KAP3_33_2 || Kapitel || 3 || 2 || 33 || [[3_Indlæggelsesnotatet#Allergier|3.1.2]] || <html5media>File:KAP3_33_2.mp3</html5media>
| KAP3_34 || Kapitel || 3 ||  || 34 || [[3_Indlæggelsesnotatet#Ekspositioner|3.1.4]] || <html5media>File:KAP3_34.mp3</html5media>
| KAP3_35 || Kapitel || 3 ||  || 35 || [[3_Indlæggelsesnotatet#Tidligere|3.1.5]] || <html5media>File:KAP3_35.mp3</html5media>
| KAP3_36 || Kapitel || 3 ||  || 36 || [[3_Indlæggelsesnotatet#Gynækologisk|3.1.6]] || <html5media>File:KAP3_36.mp3</html5media>
| kap3_37 || Kapitel || 3 ||  || 37 || [[3_Indlæggelsesnotatet#Nuværende/aktuelt|3.1.7]] || <html5media>File:kap3_37.mp3</html5media>
| KAP3_39 || Kapitel || 3 ||  || 39 || [[3_Indlæggelsesnotatet#Øvrige_organsystemer|3.1.8]] || <html5media>File:KAP3_39.mp3</html5media>
| KAP3_41 || Kapitel || 3 ||  || 41 || [[3_Indlæggelsesnotatet#Medicin|3.1.9]] || <html5media>File:KAP3_41.mp3</html5media>
| KAP3_42 || Kapitel || 3 ||  || 42 || [[3_Indlæggelsesnotatet#Tobak,_alkohol_og_øvrigt_misbrug|3.1.10]] || <html5media>File:KAP3_42.mp3</html5media>
| KAP3_42_2 || Kapitel || 3 || 2 || 42 || [[3_Indlæggelsesnotatet#Tobak,_alkohol_og_øvrigt_misbrug|3.1.10]] || <html5media>File:KAP3_42_2.mp3</html5media>
| KAP3_43 || Kapitel || 3 ||  || 43 || [[3_Indlæggelsesnotatet#Objektivt|3.2]] || <html5media>File:KAP3_43.mp3</html5media>
| KAP3_44 || Kapitel || 3 ||  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || <html5media>File:KAP3_44.mp3</html5media>
| KAP3_45 || Kapitel || 3 ||  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || <html5media>File:KAP3_45.mp3</html5media>
| KAP3_45_2 || Kapitel || 3 || 2 || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || <html5media>File:KAP3_45_2.mp3</html5media>
| KAP3_45_3 || Kapitel || 3 || 3 || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || <html5media>File:KAP3_45_3.mp3</html5media>
| KAP3_46 || Kapitel || 3 ||  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || <html5media>File:KAP3_46.mp3</html5media>
| KAP3_46_2 || Kapitel || 3 || 2 || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || <html5media>File:KAP3_46_2.mp3</html5media>
| KAP3_46_3 || Kapitel || 3 || 3 || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || <html5media>File:KAP3_46_3.mp3</html5media>
| KAP3_46_4 || Kapitel || 3 || 4 || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || <html5media>File:KAP3_46_4.mp3</html5media>
| KAP3_47 || Kapitel || 3 ||  || 47 || [[3_Indlæggelsesnotatet#Thorax|3.2.9]] || <html5media>File:KAP3_47.mp3</html5media>
| KAP3_47_2 || Kapitel || 3 || 2 || 47 || [[3_Indlæggelsesnotatet#Thorax|3.2.9]] || <html5media>File:KAP3_47_2.mp3</html5media>
| KAP3_47_3 || Kapitel || 3 || 3 || 47 || [[3_Indlæggelsesnotatet#Thorax|3.2.9]] || <html5media>File:KAP3_47_3.mp3</html5media>
| KAP3_48 || Kapitel || 3 ||  || 48 || [[3_Indlæggelsesnotatet#Hjertestetoskopi_(St.c._stethoscopia_cordis)|3.2.12]] || <html5media>File:KAP3_48.mp3</html5media>
| KAP3_48_2 || Kapitel || 3 || 2 || 48 || [[3_Indlæggelsesnotatet#Hjertestetoskopi_(St.c._stethoscopia_cordis)|3.2.12]] || <html5media>File:KAP3_48_2.mp3</html5media>
| KAP3_49 || Kapitel || 3 ||  || 49 || [[3_Indlæggelsesnotatet#Lysker_(regiones_inguinales)|3.2.14]] || <html5media>File:KAP3_49.mp3</html5media>
| KAP3_50 || Kapitel || 3 ||  || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || <html5media>File:KAP3_50.mp3</html5media>
| KAP3_50_2 || Kapitel || 3 || 2 || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || <html5media>File:KAP3_50_2.mp3</html5media>
| KAP3_50_3 || Kapitel || 3 || 3 || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || <html5media>File:KAP3_50_3.mp3</html5media>
| KAP3_51 || Kapitel || 3 ||  || 51 || [[3_Indlæggelsesnotatet#Bækken_(pelvis)|3.2.18]] || <html5media>File:KAP3_51.mp3</html5media>
| KAP3_51_2 || Kapitel || 3 || 2 || 51 || [[3_Indlæggelsesnotatet#Bækken_(pelvis)|3.2.18]] || <html5media>File:KAP3_51_2.mp3</html5media>
| KAP3_52 || Kapitel || 3 ||  || 52 || [[3_Indlæggelsesnotatet#Neurologisk|3.2.20]] || <html5media>File:KAP3_52.mp3</html5media>
| KAP3_53 || Kapitel || 3 ||  || 53 || [[3_Indlæggelsesnotatet#Hud|3.2.21]] || <html5media>File:KAP3_53.mp3</html5media>
| KAP3_53_2 || Kapitel || 3 || 2 || 53 || [[3_Indlæggelsesnotatet#Hud|3.2.21]] || <html5media>File:KAP3_53_2.mp3</html5media>
| KAP3_54 || Kapitel || 3 ||  || 54 || [[3_Indlæggelsesnotatet#Plan|3.4]] || <html5media>File:KAP3_54.mp3</html5media>
| KAP3_54_2 || Kapitel || 3 || 2 || 54 || [[3_Indlæggelsesnotatet#Plan|3.4]] || <html5media>File:KAP3_54_2.mp3</html5media>
| KAP3_56 || Kapitel || 3 ||  || 56 || [[3_Indlæggelsesnotatet#Patientinformation|3.4.2]] || <html5media>File:KAP3_56.mp3</html5media>
| KAP4_57 || Kapitel || 4 ||  || 57 || [[4_Almene_symptomer_og_fund#|4]] || <html5media>File:KAP4_57.mp3</html5media>
| KAP4_57_2 || Kapitel || 4 || 2 || 57 || [[4_Almene_symptomer_og_fund#|4]] || <html5media>File:KAP4_57_2.mp3</html5media>
| KAP4_58 || Kapitel || 4 ||  || 58 || [[4_Almene_symptomer_og_fund#Træthed_og_svimmelhed|4.1.2]] || <html5media>File:KAP4_58.mp3</html5media>
| KAP4_59 || Kapitel || 4 ||  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || <html5media>File:KAP4_59.mp3</html5media>
| KAP4_60 || Kapitel || 4 ||  || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || <html5media>File:KAP4_60.mp3</html5media>
| KAP4_60_2 || Kapitel || 4 || 2 || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || <html5media>File:KAP4_60_2.mp3</html5media>
| KAP4_61 || Kapitel || 4 ||  || 61 || [[4_Almene_symptomer_og_fund#Objektiv_undersøgelse|4.2]] || <html5media>File:KAP4_61.mp3</html5media>
| KAP4_62 || Kapitel || 4 ||  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || <html5media>File:KAP4_62.mp3</html5media>
| KAP4_62_2 || Kapitel || 4 || 2 || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || <html5media>File:KAP4_62_2.mp3</html5media>
| KAP4_63 || Kapitel || 4 ||  || 63 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || <html5media>File:KAP4_63.mp3</html5media>
| KAP4_64 || Kapitel || 4 ||  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || <html5media>File:KAP4_64.mp3</html5media>
| KAP4_64_2 || Kapitel || 4 || 2 || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || <html5media>File:KAP4_64_2.mp3</html5media>
| KAP4_64_3 || Kapitel || 4 || 3 || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || <html5media>File:KAP4_64_3.mp3</html5media>
| KAP4_65 || Kapitel || 4 ||  || 65 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || <html5media>File:KAP4_65.mp3</html5media>
| KAP4_67 || Kapitel || 4 ||  || 67 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || <html5media>File:KAP4_67.mp3</html5media>
| KAP5_68 || Kapitel || 5 ||  || 68 || [[5_Hjertet#|5]] || <html5media>File:KAP5_68.mp3</html5media>
| KAP5_68_2 || Kapitel || 5 || 2 || 68 || [[5_Hjertet#|5]] || <html5media>File:KAP5_68_2.mp3</html5media>
| KAP5_69 || Kapitel || 5 ||  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || <html5media>File:KAP5_69.mp3</html5media>
| KAP5_69_2 || Kapitel || 5 || 2 || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || <html5media>File:KAP5_69_2.mp3</html5media>
| KAP5_69_3 || Kapitel || 5 || 3 || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || <html5media>File:KAP5_69_3.mp3</html5media>
| KAP5_72 || Kapitel || 5 ||  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || <html5media>File:KAP5_72.mp3</html5media>
| KAP5_73 || Kapitel || 5 ||  || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || <html5media>File:KAP5_73.mp3</html5media>
| KAP5_73_2 || Kapitel || 5 || 2 || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || <html5media>File:KAP5_73_2.mp3</html5media>
| KAP5_74 || Kapitel || 5 ||  || 74 || [[5_Hjertet#Inspektion,_palpation_og_perkussion|5.2.1]] || <html5media>File:KAP5_74.mp3</html5media>
| KAP5_75 || Kapitel || 5 ||  || 75 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || <html5media>File:KAP5_75.mp3</html5media>
| kap5_76 || Kapitel || 5 ||  || 76 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || <html5media>File:kap5_76.mp3</html5media>
| KAP5_78 || Kapitel || 5 ||  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || <html5media>File:KAP5_78.mp3</html5media>
| KAP5_78_2 || Kapitel || 5 || 2 || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || <html5media>File:KAP5_78_2.mp3</html5media>
| KAP6_83 || Kapitel || 6 ||  || 83 || [[6_Lunger_og_luftveje#|6]] || <html5media>File:KAP6_83.mp3</html5media>
| KAP6_83_2 || Kapitel || 6 || 2 || 83 || [[6_Lunger_og_luftveje#|6]] || <html5media>File:KAP6_83_2.mp3</html5media>
| KAP6_84 || Kapitel || 6 ||  || 84 || [[6_Lunger_og_luftveje#Åndenød_(dyspnø)|6.1.1]] || <html5media>File:KAP6_84.mp3</html5media>
| KAP6_85 || Kapitel || 6 ||  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || <html5media>File:KAP6_85.mp3</html5media>
| KAP6_85_2 || Kapitel || 6 || 2 || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || <html5media>File:KAP6_85_2.mp3</html5media>
| KAP6_86 || Kapitel || 6 ||  || 86 || [[6_Lunger_og_luftveje#|6.1.4]] || <html5media>File:KAP6_86.mp3</html5media>
| KAP6_87 || Kapitel || 6 ||  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || <html5media>File:KAP6_87.mp3</html5media>
| KAP6_89 || Kapitel || 6 ||  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || <html5media>File:KAP6_89.mp3</html5media>
| KAP6_91 || Kapitel || 6 ||  || 91 || [[6_Lunger_og_luftveje#Inspektion|6.2.1]] || <html5media>File:KAP6_91.mp3</html5media>
| KAP6_92 || Kapitel || 6 ||  || 92 || [[6_Lunger_og_luftveje#Palpation|6.2.2]] || <html5media>File:KAP6_92.mp3</html5media>
| KAP6_92_2 || Kapitel || 6 || 2 || 92 || [[6_Lunger_og_luftveje#Palpation|6.2.2]] || <html5media>File:KAP6_92_2.mp3</html5media>
| KAP6_94 || Kapitel || 6 ||  || 94 || [[6_Lunger_og_luftveje#Auskultation_(stethoscopia_pulmonum;_st.p.,_lungestetoskopi)|6.2.4]] || <html5media>File:KAP6_94.mp3</html5media>
| KAP7_101 || Kapitel || 7 ||  || 101 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || <html5media>File:KAP7_101.mp3</html5media>
| KAP7_103 || Kapitel || 7 ||  || 103 || [[7_Mave-tarm-systemet#Gulsot_(icterus)|7.1.6]] || <html5media>File:KAP7_103.mp3</html5media>
| KAP7_103_2 || Kapitel || 7 || 2 || 103 || [[7_Mave-tarm-systemet#Gulsot_(icterus)|7.1.6]] || <html5media>File:KAP7_103_2.mp3</html5media>
| KAP7_104 || Kapitel || 7 ||  || 104 || [[7_Mave-tarm-systemet#Mund_og_svælg_(cavum_oris_et_fauces)|7.2.1]] || <html5media>File:KAP7_104.mp3</html5media>
| KAP7_105 || Kapitel || 7 ||  || 105 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || <html5media>File:KAP7_105.mp3</html5media>
| KAP7_107 || Kapitel || 7 ||  || 107 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || <html5media>File:KAP7_107.mp3</html5media>
| KAP7_111 || Kapitel || 7 ||  || 111 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || <html5media>File:KAP7_111.mp3</html5media>
| KAP7_112 || Kapitel || 7 ||  || 112 || [[7_Mave-tarm-systemet#Lyskerne_(regiones_inguinales)|7.2.3]] || <html5media>File:KAP7_112.mp3</html5media>
| KAP7_112_2 || Kapitel || 7 || 2 || 112 || [[7_Mave-tarm-systemet#Lyskerne_(regiones_inguinales)|7.2.3]] || <html5media>File:KAP7_112_2.mp3</html5media>
| KAP7_113 || Kapitel || 7 ||  || 113 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || <html5media>File:KAP7_113.mp3</html5media>
| KAP7_97 || Kapitel || 7 ||  || 97 || [[7_Mave-tarm-systemet#|7]] || <html5media>File:KAP7_97.mp3</html5media>
| KAP7_97_2 || Kapitel || 7 || 2 || 97 || [[7_Mave-tarm-systemet#|7]] || <html5media>File:KAP7_97_2.mp3</html5media>
| KAP7_98 || Kapitel || 7 ||  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || <html5media>File:KAP7_98.mp3</html5media>
| KAP7_98_2 || Kapitel || 7 || 2 || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || <html5media>File:KAP7_98_2.mp3</html5media>
| KAP7_99 || Kapitel || 7 ||  || 99 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || <html5media>File:KAP7_99.mp3</html5media>
| KAP7_99_2 || Kapitel || 7 || 2 || 99 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || <html5media>File:KAP7_99_2.mp3</html5media>
| KAP8_116 || Kapitel || 8 ||  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || <html5media>File:KAP8_116.mp3</html5media>
| KAP8_116_2 || Kapitel || 8 || 2 || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || <html5media>File:KAP8_116_2.mp3</html5media>
| KAP8_117 || Kapitel || 8 ||  || 117 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Smerter|8.1.2]] || <html5media>File:KAP8_117.mp3</html5media>
| KAP8_118 || Kapitel || 8 ||  || 118 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Svie_og_smerte_ved_vandlanding_(dysuri)|8.1.3]] || <html5media>File:KAP8_118.mp3</html5media>
| KAP8_119 || Kapitel || 8 ||  || 119 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Pludselig_vandlandingstrang_(urge)_og_hyppige_vandladninger_(pollakisuri,_nykturi)|8.1.4]] || <html5media>File:KAP8_119.mp3</html5media>
| KAP8_119_2 || Kapitel || 8 || 2 || 119 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Pludselig_vandlandingstrang_(urge)_og_hyppige_vandladninger_(pollakisuri,_nykturi)|8.1.4]] || <html5media>File:KAP8_119_2.mp3</html5media>
| KAP8_120 || Kapitel || 8 ||  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || <html5media>File:KAP8_120.mp3</html5media>
| KAP8_120_2 || Kapitel || 8 || 2 || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || <html5media>File:KAP8_120_2.mp3</html5media>
| KAP8_122 || Kapitel || 8 ||  || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || <html5media>File:KAP8_122.mp3</html5media>
| KAP8_122_2 || Kapitel || 8 || 2 || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || <html5media>File:KAP8_122_2.mp3</html5media>
| KAP8_122_3 || Kapitel || 8 || 3 || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || <html5media>File:KAP8_122_3.mp3</html5media>
| KAP8_123 || Kapitel || 8 ||  || 123 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || <html5media>File:KAP8_123.mp3</html5media>
| KAP8_123_2 || Kapitel || 8 || 2 || 123 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || <html5media>File:KAP8_123_2.mp3</html5media>
| KAP8_125 || Kapitel || 8 ||  || 125 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Nyrer_og_urinveje|8.2.2]] || <html5media>File:KAP8_125.mp3</html5media>
| KAP9_127 || Kapitel || 9 ||  || 127 || [[9_Kvindelige_kønsorganer#|9]] || <html5media>File:KAP9_127.mp3</html5media>
| KAP9_127_2 || Kapitel || 9 || 2 || 127 || [[9_Kvindelige_kønsorganer#|9]] || <html5media>File:KAP9_127_2.mp3</html5media>
| KAP9_128 || Kapitel || 9 ||  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || <html5media>File:KAP9_128.mp3</html5media>
| KAP9_129 || Kapitel || 9 ||  || 129 || [[9_Kvindelige_kønsorganer#Underlivssmerter|9.1.2]] || <html5media>File:KAP9_129.mp3</html5media>
| KAP9_129_2 || Kapitel || 9 || 2 || 129 || [[9_Kvindelige_kønsorganer#Underlivssmerter|9.1.2]] || <html5media>File:KAP9_129_2.mp3</html5media>
| KAP9_130 || Kapitel || 9 ||  || 130 || [[9_Kvindelige_kønsorganer#Hormoner_og_antikonception|9.1.4]] || <html5media>File:KAP9_130.mp3</html5media>
| KAP9_130_2 || Kapitel || 9 || 2 || 130 || [[9_Kvindelige_kønsorganer#Hormoner_og_antikonception|9.1.4]] || <html5media>File:KAP9_130_2.mp3</html5media>
| KAP9_131 || Kapitel || 9 ||  || 131 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || <html5media>File:KAP9_131.mp3</html5media>
| KAP9_131_2 || Kapitel || 9 || 2 || 131 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || <html5media>File:KAP9_131_2.mp3</html5media>
| KAP9_132 || Kapitel || 9 ||  || 132 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || <html5media>File:KAP9_132.mp3</html5media>
| KAP9_134 || Kapitel || 9 ||  || 134 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || <html5media>File:KAP9_134.mp3</html5media>
| KAP10_136 || Kapitel || 10 ||  || 136 || [[10_Bevægeapparatet#|10]] || <html5media>File:KAP10_136.mp3</html5media>
| kap10_136_2 || Kapitel || 10 || 2 || 136 || [[10_Bevægeapparatet#|10]] || <html5media>File:kap10_136_2.mp3</html5media>
| KAP10_137 || Kapitel || 10 ||  || 137 || [[10_Bevægeapparatet#Smerter|10.1.1]] || <html5media>File:KAP10_137.mp3</html5media>
| KAP10_138 || Kapitel || 10 ||  || 138 || [[10_Bevægeapparatet#Stivhed|10.1.2]] || <html5media>File:KAP10_138.mp3</html5media>
| KAP10_139 || Kapitel || 10 ||  || 139 || [[10_Bevægeapparatet#Hævelse|10.1.3]] || <html5media>File:KAP10_139.mp3</html5media>
| KAP10_139_2 || Kapitel || 10 || 2 || 139 || [[10_Bevægeapparatet#Hævelse|10.1.3]] || <html5media>File:KAP10_139_2.mp3</html5media>
| KAP10_140 || Kapitel || 10 ||  || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || <html5media>File:KAP10_140.mp3</html5media>
| KAP10_140_2 || Kapitel || 10 || 2 || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || <html5media>File:KAP10_140_2.mp3</html5media>
| KAP10_140_3 || Kapitel || 10 || 3 || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || <html5media>File:KAP10_140_3.mp3</html5media>
| KAP10_141 || Kapitel || 10 ||  || 141 || [[10_Bevægeapparatet#Palpation|10.2.3]] || <html5media>File:KAP10_141.mp3</html5media>
| KAP10_141_2 || Kapitel || 10 || 2 || 141 || [[10_Bevægeapparatet#Palpation|10.2.3]] || <html5media>File:KAP10_141_2.mp3</html5media>
| KAP10_142 || Kapitel || 10 ||  || 142 || [[10_Bevægeapparatet#Regional_undersøgelse|10.2.5]] || <html5media>File:KAP10_142.mp3</html5media>
| KAP10_145 || Kapitel || 10 ||  || 145 || [[10_Bevægeapparatet#Skulder_(regio_glenohumerale)|10.2.7]] || <html5media>File:KAP10_145.mp3</html5media>
| KAP10_147 || Kapitel || 10 ||  || 147 || [[10_Bevægeapparatet#Albuen_(cubitus)|10.2.8]] || <html5media>File:KAP10_147.mp3</html5media>
| KAP10_148 || Kapitel || 10 ||  || 148 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || <html5media>File:KAP10_148.mp3</html5media>
| KAP10_148_2 || Kapitel || 10 || 2 || 148 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || <html5media>File:KAP10_148_2.mp3</html5media>
| KAP10_151 || Kapitel || 10 ||  || 151 || [[10_Bevægeapparatet#Hofte_og_bækken|10.2.11]] || <html5media>File:KAP10_151.mp3</html5media>
