! Stikord !! Side !! Sektion !! Lyd
| Bogstav: A || 207 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-A.mp3</html5media>
| almentilstand  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || 
| almentilstanden (AT)  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| amaurosis  || 160 || [[11_Centralnervesystemet#Synsforstyrrelser|11.1.6]] || 
| amaurosis  || 203 || [[15_Sanseorganer#Synstab_(amblyopia_et_amaurosis)|15.1.4]] || 
| amblyopi  || 160 || [[11_Centralnervesystemet#Synsforstyrrelser|11.1.6]] || 
| amblyopi  || 203 || [[15_Sanseorganer#Synstab_(amblyopia_et_amaurosis)|15.1.4]] || 
| AMI  || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || 
| amnesi  || 157 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| analgesi  || 176 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| anamnese  || 15 || [[1_Mødet_mellem_læge_og_patient#|1]] || 
| anamnese  || 31 || [[3_Indlæggelsesnotatet#|3]] || 
| angina pectoris  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| angst  || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || 
| anisocori  || 205 || [[15_Sanseorganer#Øjne|15.2.2]] || 
| ankel  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| anorexia nervosa  || 60 || [[4_Almene_symptomer_og_fund#Vægttab|4.1.4]] || 
| ansigt  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| antikonception  || 130 || [[9_Kvindelige_kønsorganer#Hormoner_og_antikonception|9.1.4]] || 
| anæmi  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| anæstesi  || 176 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| aortaaneurisme  || 186 || [[12_Det_perifere_karsystem#Auskultation|12.2.2]] || 
| aortainsufficiens  || 82 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| aortastenose  || 71 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| aortastenose  || 81 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| appendicitis acuta  || 110 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| appendicitis acuta  || 119 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Pludselig_vandlandingstrang_(urge)_og_hyppige_vandladninger_(pollakisuri,_nykturi)|8.1.4]] || 
| appetitløshed  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| arefleksi  || 173 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| arteriel okklusion  || 179 || [[12_Det_perifere_karsystem#Symptomer|12.1]] || 
| arteriosklerose  || 68 || [[5_Hjertet#|5]] || 
| arteriosklerose  || 179 || [[12_Det_perifere_karsystem#Symptomer|12.1]] || 
| arteritis temporalis  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| arthritis urica  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| artrose  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| arytmi  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| ascites  || 107 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| assessment  || 28 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| astma  || 85 || [[6_Lunger_og_luftveje#Hvæsen_og_piben|6.1.2]] || 
| asymmetrier  || 67 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| ataksi  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| atelektase  || 95 || [[6_Lunger_og_luftveje#Auskultation_(stethoscopia_pulmonum;_st.p.,_lungestetoskopi)|6.2.4]] || 
| aterosklerose  || 179 || [[12_Det_perifere_karsystem#Symptomer|12.1]] || 
| atoni  || 169 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| atrieflimmer  || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || 
| atrofi  || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || 
| atrofi  || 169 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| atrofi  || 184 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| auskultation  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| auskultation  || 47 || [[3_Indlæggelsesnotatet#Thorax|3.2.9]] || 
#N/A
| Bogstav: B || 207 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-B.mp3</html5media>
| Babinskis refleks  || 174 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| ballerne  || 114 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || 
| bartholinitis  || 132 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
#N/A
| bensår  || 181 || [[12_Det_perifere_karsystem#Hævede_ben_(ødemer)|12.1.2]] || 
| besvimelse  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| bevidsthed  || 52 || [[3_Indlæggelsesnotatet#Neurologisk|3.2.20]] || 
| bevidsthedsniveau  || 163 || [[11_Centralnervesystemet#Objektiv_psykisk_tilstand|11.2.2]] || 
| bevidsthedstab  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| bevægeapparatet  || 40 || [[3_Indlæggelsesnotatet#Øvrige_organsystemer|3.1.8]] || 
| bevægeapparatet  || 136 || [[10_Bevægeapparatet#|10]] || 
| bicepsrefleksen  || 173 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| billeddiagnostik  || 26 || [[2_Sygehusjournalen#|2]] || 
| bilyde  || 96 || [[6_Lunger_og_luftveje#Auskultation_(stethoscopia_pulmonum;_st.p.,_lungestetoskopi)|6.2.4]] || 
| bitestiklerne  || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| blackout  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| blinde  || 24 || [[1_Mødet_mellem_læge_og_patient#Specielle_forhold|1.4]] || 
| blinde  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| blindtarmsbetændelse  || 119 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Pludselig_vandlandingstrang_(urge)_og_hyppige_vandladninger_(pollakisuri,_nykturi)|8.1.4]] || 
| blod i afføringen  || 102 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| blodig urin  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| blodmangel  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| blodprop i lungerne  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| blodtryk  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| blodtryksfald  || 59 || [[4_Almene_symptomer_og_fund#Appetitløshed|4.1.3]] || 
| blære  || 198 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| blødningsforstyrrelser  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| blødningsterminologi  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| blå mærker  || 200 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| body mass index (BMI)  || 63 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| brillehæmatom  || 204 || [[15_Sanseorganer#Øjne|15.2.2]] || 
| bronkial respirationslyd  || 95 || [[6_Lunger_og_luftveje#Auskultation_(stethoscopia_pulmonum;_st.p.,_lungestetoskopi)|6.2.4]] || 
| bryster  || 190 || [[13_Kirtler#|13.4]] || 
| brystsmerter  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| bulla  || 198 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| bums  || 198 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| bursitis  || 147 || [[10_Bevægeapparatet#Albuen_(cubitus)|10.2.8]] || 
| byld  || 198 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| bækken  || 51 || [[3_Indlæggelsesnotatet#Bækken_(pelvis)|3.2.18]] || 
| bækken  || 151 || [[10_Bevægeapparatet#Hofte_og_bækken|10.2.11]] || 
| bøvseri  || 99 || [[7_Mave-tarm-systemet#Halsbrand_(pyrosis)|7.1.3]] || 
#N/A
| Bogstav: C || 208 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-C.mp3</html5media>
| caput Medusae  || 106 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| cauda equina  || 113 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || 
| cauda equina  || 120 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Ufrivillig_vandladning_(urininkontinens)|8.1.6]] || 
| cauda equina  || 145 || [[10_Bevægeapparatet#Skulder_(regio_glenohumerale)|10.2.7]] || 
| cave  || 33 || [[3_Indlæggelsesnotatet#Allergier|3.1.2]] || 
| cavum oris  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| cavum oris  || 104 || [[7_Mave-tarm-systemet#Mund_og_svælg_(cavum_oris_et_fauces)|7.2.1]] || 
| central cyanose  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
| centralnervesystemet  || 154 || [[11_Centralnervesystemet#|11]] || 
| cephalalgia  || 155 || [[11_Centralnervesystemet#Hovedpine_(cephalalgia)|11.1.1]] || 
| cerumen  || 202 || [[15_Sanseorganer#Øresusen_(tinnitus)|15.1.2]] || 
| Cheyne-Stokes respiration  || 89 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
| cholecystitis  || 110 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| cikatricer  || 106 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| cirkulation, perifer  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| claudicatio intermittens  || 180 || [[12_Det_perifere_karsystem#Smerter_i_benene_(cruralgia)|12.1.1]] || 
| collum  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| collum  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| columna vertebralis  || 142 || [[10_Bevægeapparatet#Regional_undersøgelse|10.2.5]] || 
| columna vertebralis  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| conjunctivae  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| convulsiones  || 158 || [[11_Centralnervesystemet#Kramper_(convulsioner)|11.1.4]] || 
| costafrakturer  || 92 || [[6_Lunger_og_luftveje#Palpation|6.2.2]] || 
| Courvoisiers tegn  || 110 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| cranium  || 165 || [[11_Centralnervesystemet#Hoved,_hals_og_rygsøjle_(cranium,_collum_et_columna_vertebralis)|11.2.4]] || 
| cruralgia  || 180 || [[12_Det_perifere_karsystem#Smerter_i_benene_(cruralgia)|12.1.1]] || 
| crustae  || 200 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| cubitus  || 147 || [[10_Bevægeapparatet#Albuen_(cubitus)|10.2.8]] || 
| cyanose  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| cyanose  || 90 || [[6_Lunger_og_luftveje#Objektiv_undersøgelse|6.2]] || 
| cyanose  || 183 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| cystocele  || 133 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
#N/A
| Bogstav: D || 208 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-D.mp3</html5media>
| défense musculaire  || 108 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| dehydreret  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| deklive ødemer  || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || 
| dermatom-mænd  || 175 || [[11_Centralnervesystemet#Sensibilitet|11.2.7]] || 
| descensus uteri  || 133 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
| diagnoser  || 28 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| diagnoser  || 53 || [[3_Indlæggelsesnotatet#Hud|3.2.21]] || 
| diaré  || 101 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| digitus malleus  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| diplegi  || 170 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| direkte ømhed  || 141 || [[10_Bevægeapparatet#Palpation|10.2.3]] || 
| dispositioner  || 33 || [[3_Indlæggelsesnotatet#Allergier|3.1.2]] || 
| diuretika  || 119 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Pludselig_vandlandingstrang_(urge)_og_hyppige_vandladninger_(pollakisuri,_nykturi)|8.1.4]] || 
| dorsum  || 47 || [[3_Indlæggelsesnotatet#Thorax|3.2.9]] || 
| dorsum  || 142 || [[10_Bevægeapparatet#Regional_undersøgelse|10.2.5]] || 
| dyb venetrombose (DVT)  || 186 || [[12_Det_perifere_karsystem#Auskultation|12.2.2]] || 
| dysartri  || 159 || [[11_Centralnervesystemet#Sprogforstyrrelser|11.1.5]] || 
| dysfagi  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| dysfasi  || 159 || [[11_Centralnervesystemet#Sprogforstyrrelser|11.1.5]] || 
| dysmenoré  || 128 || [[9_Kvindelige_kønsorganer#Blødningsforstyrrelser|9.1.1]] || 
| dyspareuni  || 129 || [[9_Kvindelige_kønsorganer#Underlivssmerter|9.1.2]] || 
| dyspnø  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| dyspnø  || 84 || [[6_Lunger_og_luftveje#Åndenød_(dyspnø)|6.1.1]] || 
| dysproportioner  || 67 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| dysuri  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| dysuri  || 118 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Svie_og_smerte_ved_vandlanding_(dysuri)|8.1.3]] || 
| døve  || 24 || [[1_Mødet_mellem_læge_og_patient#Specielle_forhold|1.4]] || 
#N/A
| Bogstav: E || 209 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-E.mp3</html5media>
| effusion  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| efterdryp  || 116 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#|8]] || 
| ekkymoser  || 196 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| ekkymoser  || 200 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| eksantem  || 195 || [[12_Det_perifere_karsystem#Palpation|12.2.3]] || 
| eksem  || 183 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| eksem  || 196 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| ekskoriation  || 199 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| ekspektorat  || 86 || [[6_Lunger_og_luftveje#|6.1.4]] || 
| eksploration  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| ekspositioner  || 34 || [[3_Indlæggelsesnotatet#Ekspositioner|3.1.4]] || 
| ekstralyde  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| ekstremiteter  || 51 || [[3_Indlæggelsesnotatet#Bækken_(pelvis)|3.2.18]] || 
| elevationsprøven  || 184 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| emesis  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| enantem  || 196 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| enterocele  || 133 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
| epauletskulder  || 145 || [[10_Bevægeapparatet#Skulder_(regio_glenohumerale)|10.2.7]] || 
| epicondylitis  || 147 || [[10_Bevægeapparatet#Albuen_(cubitus)|10.2.8]] || 
| epididymis  || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| epididymitis  || 124 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| epilepsi  || 158 || [[11_Centralnervesystemet#Kramper_(convulsioner)|11.1.4]] || 
| epistaxis  || 87 || [[6_Lunger_og_luftveje#Brystmerter|6.1.5]] || 
| ernæringstilstand  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| ernæringstilstand  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || 
| erytem  || 196 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| erytrodermi  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| exanthema  || 195 || [[12_Det_perifere_karsystem#Palpation|12.2.3]] || 
| exophthalmus  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| exophthalmus  || 189 || [[13_Kirtler#Objektiv_undersøgelse,_Skjoldbruskkirtlen|13.3]] || 
| exploratio rectalis  || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || 
| exploratio rectalis  || 113 || [[7_Mave-tarm-systemet#Endetarm_(rectum)|7.2.4]] || 
#N/A
| Bogstav: F || 209 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-F.mp3</html5media>
| facialisparese  || 168 || [[11_Centralnervesystemet#Hjernenerverne|11.2.5]] || 
| farve  || 44 || [[3_Indlæggelsesnotatet#Almene_fund|3.2.1]] || 
| farve  || 63 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| farve  || 183 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| fauces  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| fauces  || 104 || [[7_Mave-tarm-systemet#Mund_og_svælg_(cavum_oris_et_fauces)|7.2.1]] || 
| feber  || 57 || [[4_Almene_symptomer_og_fund#|4]] || 
| fedme  || 62 || [[4_Almene_symptomer_og_fund#Almentilstand|4.2.1]] || 
| fejlstilling  || 140 || [[10_Bevægeapparatet#Objektiv_undersøgelse|10.2]] || 
| femoralis-stræktest  || 144 || [[10_Bevægeapparatet#Regional_undersøgelse|10.2.5]] || 
| fibrillatio atriorum  || 73 || [[5_Hjertet#Vand_i_benene_(ødemer)|5.1.5]] || 
| finger-næse-testen  || 172 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| fingerbevægelighed  || 150 || [[10_Bevægeapparatet#Underarm_og_håndled_(antebrachium_et_carpus)|10.2.9]] || 
| fissur  || 199 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| fjernhedstilfælde  || 156 || [[11_Centralnervesystemet#Svimmelhed_(vertigo)|11.1.2]] || 
| fluor  || 129 || [[9_Kvindelige_kønsorganer#Underlivssmerter|9.1.2]] || 
| fod  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| forløbsnotaterne  || 27 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| formålet med patientjournalen  || 25 || [[2_Sygehusjournalen#|2]] || 
| forstoppelse  || 101 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| forstuvninger  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| frie nyreloger  || 49 || [[3_Indlæggelsesnotatet#Lysker_(regiones_inguinales)|3.2.14]] || 
| funktionsdyspnø  || 69 || [[5_Hjertet#Træthed_og_funktionsnedsættelse|5.1.1]] || 
| furunkel  || 198 || [[14_Hud#Inspektion_og_palpation|14.2.1]] || 
| fysiologisk mislyd  || 81 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| fækulent opkast  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| føleforstyrrelser  || 160 || [[11_Centralnervesystemet#Synsforstyrrelser|11.1.6]] || 
#N/A
| Bogstav: G || 209 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-G.mp3</html5media>
| galactorrhoea  || 191 || [[13_Kirtler#En_knude_i_brystet|13.5.3]] || 
| galdeblære  || 110 || [[7_Mave-tarm-systemet#Abdomen|7.2.2]] || 
| galdesten  || 72 || [[5_Hjertet#Hjertebanken_(palpitationer)|5.1.4]] || 
| galoprytme  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| ganebuer  || 46 || [[3_Indlæggelsesnotatet#Ører|3.2.5]] || 
| gangbesvær  || 161 || [[11_Centralnervesystemet#Kraftnedsættelse|11.1.8]] || 
| gangen  || 169 || [[11_Centralnervesystemet#Motorik|11.2.6]] || 
| gangræn  || 183 || [[12_Det_perifere_karsystem#Inspektion|12.2.1]] || 
| gastro-intestinalt  || 40 || [[3_Indlæggelsesnotatet#Øvrige_organsystemer|3.1.8]] || 
| genitalia masculina  || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || 
| genitalia masculina  || 122 || [[8_Nyrer,_urinveje_og_mandlige_kønsorganer#Vand_i_kroppen_(ødemer)|8.1.8]] || 
| gennemgang  || 27 || [[2_Sygehusjournalen#Journaltekstens_disposition|2.3]] || 
| gensvar  || 19 || [[1_Mødet_mellem_læge_og_patient#Samtaleteknik|1.3]] || 
| genu varum  || 152 || [[10_Bevægeapparatet#Knæet_(genu)|10.2.12]] || 
| giardiasis  || 102 || [[7_Mave-tarm-systemet#Afføringsmønster|7.1.5]] || 
| glandula thyroidea  || 187 || [[13_Kirtler#|13]] || 
| Glasgow Coma Scale  || 164 || [[11_Centralnervesystemet#Sprog|11.2.3]] || 
| glasøje  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| globulus  || 98 || [[7_Mave-tarm-systemet#Kvalme_(nausea)_og_opkastning_(emesis)|7.1.1]] || 
| gnidningslyde  || 78 || [[5_Hjertet#Auskultation_(stethoscopia_cordis,_st.c.,_hjertestetoskopi)|5.2.2]] || 
| graviditet  || 130 || [[9_Kvindelige_kønsorganer#Hormoner_og_antikonception|9.1.4]] || 
| grå stær  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| gulsot  || 45 || [[3_Indlæggelsesnotatet#Ydre_kranie_(calvaria)|3.2.2]] || 
| gulsot  || 63 || [[4_Almene_symptomer_og_fund#Farve|4.2.3]] || 
| gulsot  || 103 || [[7_Mave-tarm-systemet#Gulsot_(icterus)|7.1.6]] || 
| gynækologisk  || 36 || [[3_Indlæggelsesnotatet#Gynækologisk|3.1.6]] || 
| gynækologisk undersøgelse (GU)  || 50 || [[3_Indlæggelsesnotatet#Mandlige_kønsorganer_(genitalia_masculina)|3.2.15]] || 
| gynækologisk undersøgelse (GU)  || 131 || [[9_Kvindelige_kønsorganer#Objektivt|9.2]] || 
| gyratorisk vertigo  || 202 || [[15_Sanseorganer#Øresusen_(tinnitus)|15.1.2]] || 
#N/A
| Bogstav: H || 210 || [[16_Stikordsregister#|16]] || <html5media>File:STIK-H.mp3</html5media>
| hallucinationer  || 163 || [[11_Centralnervesystemet#Objektiv_psykisk_tilstand|11.2.2]] || 
| hallux valgus  || 153 || [[10_Bevægeapparatet#Ankel_og_fod_(pes)|10.2.13]] || 
| halonering  || 64 || [[4_Almene_symptomer_og_fund#Perifer_cirkulation|4.2.4]] || 
| halsbetændelse  || 104 || [[7_Mave-tarm-systemet#Mund_og_svælg_(cavum_oris_et_fauces)|7.2.1]] || 
